Ticker,Company Name,Sector,Industry
AGII,AgiiPlus Inc,N/A,N/A
AGIL,N/A,N/A,N/A
AGIO,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology
AGMH,AGM Group Holdings Inc.,Technology,Computer Hardware
AGNC,AGNC Investment Corp.,Real Estate,REIT - Mortgage
AGRI,N/A,N/A,N/A
AGRX,N/A,N/A,N/A
AGTC,N/A,N/A,N/A
AGYS,"Agilysys, Inc.",Technology,Software - Application
AHCO,AdaptHealth Corp.,Healthcare,Medical Devices
AHPI,N/A,N/A,N/A
AIHS,Senmiao Technology Limited,Industrials,Rental & Leasing Services
AILE,"iLearningEngines, Inc.",Technology,Software - Infrastructure
AIMCAIMT,N/A,N/A,N/A
AIP,"Arteris, Inc.",Technology,Semiconductors
AIRG,"Airgain, Inc.",Technology,Communication Equipment
AIRS,"AirSculpt Technologies, Inc.",Healthcare,Medical Care Facilities
AIRT,"Air T, Inc.",Industrials,Conglomerates
AISP,"Airship AI Holdings, Inc.",Technology,Software - Infrastructure
AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure
AKBA,"Akebia Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
AKCA,N/A,N/A,N/A
AKER,N/A,N/A,N/A
AKLI,N/A,N/A,N/A
AKRO,N/A,N/A,N/A
AKRX,N/A,N/A,N/A
AKTS,"Aktis Oncology, Inc.",Healthcare,Biotechnology
AKTX,"Akari Therapeutics, Plc",Healthcare,Biotechnology
AKYA,N/A,N/A,N/A
ALBO,N/A,N/A,N/A
ALCO,"Alico, Inc.",Consumer Defensive,Farm Products
ALDR,N/A,N/A,N/A
ALDX,"Aldeyra Therapeutics, Inc.",Healthcare,Biotechnology
ALEC,"Alector, Inc.",Healthcare,Biotechnology
ALEX,Alexander & Baldwin Inc,Real Estate,REIT - Retail
ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors
ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies
ALGS,"Aligos Therapeutics, Inc.",Healthcare,Biotechnology
ALGT,Allegiant Travel Company,Industrials,Airlines
ALHC,"Alignment Healthcare, Inc.",Healthcare,Healthcare Plans
ALIMALKS,N/A,N/A,N/A
ALKT,"Alkami Technology, Inc.",Technology,Software - Application
ALLK,N/A,N/A,N/A
ALLO,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology
ALLR,"Allarity Therapeutics, Inc.",Healthcare,Biotechnology
ALLT,Allot Ltd.,Technology,Software - Infrastructure
ALNA,N/A,N/A,N/A
ALNT,Allient Inc.,Technology,Electronic Components
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology
ALOT,"AstroNova, Inc.",Technology,Computer Hardware
ALPN,N/A,N/A,N/A
ALRM,"Alarm.com Holdings, Inc.",Technology,Software - Application
ALRN,N/A,N/A,N/A
ALRS,Alerus Financial Corporation,Financial Services,Banks - Regional
ALSK,N/A,N/A,N/A
ALT,"Altimmune, Inc.",Healthcare,Biotechnology
ALTI,"AlTi Global, Inc.",Financial Services,Asset Management
ALTM,N/A,N/A,N/A
ALTO,"Alto Ingredients, Inc.",Basic Materials,Specialty Chemicals
ALTR,N/A,N/A,N/A
ALVR,N/A,N/A,N/A
ALXN,N/A,N/A,N/A
ALXO,ALX Oncology Holdings Inc.,Healthcare,Biotechnology
ALYA,N/A,N/A,N/A
ALZN,"Alzamend Neuro, Inc.",Healthcare,Biotechnology
AMAG,N/A,N/A,N/A
AMAL,Amalgamated Financial Corp.,Financial Services,Banks - Regional
AMAM,N/A,N/A,N/A
AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials
AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials
AMBC,N/A,N/A,N/A
AMCX,AMC Networks Inc.,Communication Services,Entertainment
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors
AMED,N/A,N/A,N/A
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General
AMKR,"Amkor Technology, Inc.",Technology,Semiconductor Equipment & Materials
AMLX,"Amylyx Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
AMNB,N/A,N/A,N/A
AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
AMPL,"Amplitude, Inc.",Technology,Software - Application
AMRB,N/A,N/A,N/A
AMRH,N/A,N/A,N/A
AMRK,N/A,N/A,N/A
AMRN,Amarin Corporation plc,Healthcare,Drug Manufacturers - General
AMRS,N/A,N/A,N/A
AMSC,American Superconductor Corporation,Industrials,Specialty Industrial Machinery
AMSF,"AMERISAFE, Inc.",Financial Services,Insurance - Specialty
AMST,Amesite Inc.,Technology,Software - Application
AMSWA,N/A,N/A,N/A
AMTBB,N/A,N/A,N/A
AMTD,AMTD IDEA Group,Financial Services,Asset Management
AMTI,N/A,N/A,N/A
AMTX,"Aemetis, Inc.",Basic Materials,Specialty Chemicals
AMWD,American Woodmark Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
ANAB,"AnaptysBio, Inc.",Healthcare,Biotechnology
ANAT,N/A,N/A,N/A
ANDE,"The Andersons, Inc.",Consumer Defensive,Food Distribution
ANEB,"Anebulo Pharmaceuticals, Inc.",Healthcare,Biotechnology
ANGI,Angi Inc.,Communication Services,Internet Content & Information
ANGO,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies
ANIK,"Anika Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
ANIP,"ANI Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
ANIX,"Anixa Biosciences, Inc.",Healthcare,Biotechnology
ANNX,"Annexon, Inc.",Healthcare,Biotechnology
ANPC,N/A,N/A,N/A
ANSS,N/A,N/A,N/A
ANTE,N/A,N/A,N/A
ANTX,"AN2 Therapeutics, Inc.",Healthcare,Biotechnology
ANY,Sphere 3D Corp.,Financial Services,Capital Markets
AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors
AOUT,"American Outdoor Brands, Inc.",Consumer Cyclical,Leisure
APA,APA Corporation,Energy,Oil & Gas E&P
APCX,AppTech Payments Corp.,Technology,Software - Infrastructure
APDN,N/A,N/A,N/A
APEI,"American Public Education, Inc.",Consumer Defensive,Education & Training Services
APEN,N/A,N/A,N/A
APLD,Applied Digital Corporation,Technology,Information Technology Services
APLS,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology
APLT,"Applied Therapeutics, Inc.",Healthcare,Biotechnology
APM,Aptorum Group Limited,Healthcare,Biotechnology
APOG,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment
APOP,N/A,N/A,N/A
APP,AppLovin Corporation,Communication Services,Advertising Agencies
APPF,"AppFolio, Inc.",Technology,Software - Application
APPH,N/A,N/A,N/A
APPN,Appian Corporation,Technology,Software - Infrastructure
APPS,"Digital Turbine, Inc.",Technology,Software - Application
APRE,"Aprea Therapeutics, Inc.",Healthcare,Biotechnology
APRI,"Apricus Biosciences, Inc.",N/A,N/A
APTX,N/A,N/A,N/A
APVO,Aptevo Therapeutics Inc.,Healthcare,Biotechnology
APWC,Asia Pacific Wire & Cable Corporation Limited,Industrials,Electrical Equipment & Parts
APYX,Apyx Medical Corporation,Healthcare,Medical Devices
AQB,"AquaBounty Technologies, Inc.",Consumer Defensive,Farm Products
AQMS,"Aqua Metals, Inc.",Industrials,Waste Management
AQST,"Aquestive Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
ARAV,N/A,N/A,N/A
ARAY,Accuray Incorporated,Healthcare,Medical Devices
ARCBARCC,N/A,N/A,N/A
ARCE,N/A,N/A,N/A
ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology
ARCW,N/A,N/A,N/A
ARDS,"Aridis Pharmaceuticals, Inc.",Healthcare,Biotechnology
ARDX,"Ardelyx, Inc.",Healthcare,Biotechnology
AREC,American Resources Corporation,Basic Materials,Coking Coal
AREX,N/A,N/A,N/A
ARGO,N/A,N/A,N/A
ARGX,argenx SE,Healthcare,Biotechnology
ARHS,"Arhaus, Inc.",Consumer Cyclical,Specialty Retail
ARKO,Arko Corp.,Consumer Cyclical,Specialty Retail
ARKR,Ark Restaurants Corp.,Consumer Cyclical,Restaurants
ARLP,"Alliance Resource Partners, L.P.",Energy,Thermal Coal
ARNA,N/A,N/A,N/A
AROW,Arrow Financial Corporation,Financial Services,Banks - Regional
ARPO,N/A,N/A,N/A
ARQT,"Arcutis Biotherapeutics, Inc.",Healthcare,Biotechnology
ARRS,N/A,N/A,N/A
ARRY,"Array Technologies, Inc.",Technology,Solar
ARTL,"Artelo Biosciences, Inc.",Healthcare,Biotechnology
ARTNA,Artesian Resources Corporation,Utilities,Utilities - Regulated Water
ARTW,"Art's-Way Manufacturing Co., Inc.",Industrials,Farm & Heavy Construction Machinery
ARTX,N/A,N/A,N/A
ARVN,"Arvinas, Inc.",Healthcare,Biotechnology
ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Biotechnology
ASBC,N/A,N/A,N/A
ASFI,N/A,N/A,N/A
ASLE,AerSale Corporation,Industrials,Airports & Air Services
ASLN,N/A,N/A,N/A
ASMB,"Assembly Biosciences, Inc.",Healthcare,Biotechnology
ASMI,N/A,N/A,N/A
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials
ASNA,N/A,N/A,N/A
ASND,Ascendis Pharma A/S,Healthcare,Biotechnology
ASNS,"Actelis Networks, Inc.",Technology,Communication Equipment
ASO,"Academy Sports and Outdoors, Inc.",Consumer Cyclical,Specialty Retail
ASPI,ASP Isotopes Inc.,Basic Materials,Chemicals
ASPS,Altisource Portfolio Solutions S.A.,Real Estate,Real Estate Services
ASPU,"Aspen Group, Inc.",Consumer Defensive,Education & Training Services
ASRT,"Assertio Holdings, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
ASRV,"AmeriServ Financial, Inc.",Financial Services,Banks - Regional
ASST,"Strive Asset Management, LLC",Financial Services,Asset Management
ASTC,Astrotech Corporation,Technology,Scientific & Technical Instruments
ASTE,"Astec Industries, Inc.",Industrials,Farm & Heavy Construction Machinery
ASTH,"Astrana Health, Inc.",Healthcare,Medical Care Facilities
ASTI,"Ascent Solar Technologies, Inc.",Technology,Solar
ASTR,N/A,N/A,N/A
ASTS,"AST SpaceMobile, Inc.",Technology,Communication Equipment
ASUR,"Asure Software, Inc.",Technology,Software - Application
ASYS,"Amtech Systems, Inc.",Technology,Semiconductor Equipment & Materials
ATAI,AtaiBeckley Inc.,Healthcare,Biotechnology
ATCX,Atlas Critical Minerals Corporation,N/A,N/A
ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Devices
ATER,"Aterian, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ATEX,Anterix Inc.,Communication Services,Telecom Services
ATHA,N/A,N/A,N/A
ATHE,Alterity Therapeutics Limited,Healthcare,Biotechnology
ATHX,N/A,N/A,N/A
ATIF,N/A,N/A,N/A
ATLC,Atlanticus Holdings Corporation,Financial Services,Credit Services
ATLO,Ames National Corporation,Financial Services,Banks - Regional
ATLX,Atlas Lithium Corporation,Basic Materials,Other Industrial Metals & Mining
ATNF,N/A,N/A,N/A
ATNI,"ATN International, Inc.",Communication Services,Telecom Services
ATNX,N/A,N/A,N/A
ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials
ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials
ATOSATRA,N/A,N/A,N/A
ATRC,"AtriCure, Inc.",Healthcare,Medical Instruments & Supplies
ATRI,N/A,N/A,N/A
ATRO,Astronics Corporation,Industrials,Aerospace & Defense
ATRS,N/A,N/A,N/A
ATSG,N/A,N/A,N/A
ATVI,N/A,N/A,N/A
ATXI,"Avenue Therapeutics, Inc.",Healthcare,Biotechnology
ATXS,"Astria Therapeutics, Inc.",Healthcare,Biotechnology
AUB,Atlantic Union Bankshares Corporation,Financial Services,Banks - Regional
AUBN,"Auburn National Bancorporation, Inc.",Financial Services,Banks - Regional
AUDC,AudioCodes Ltd.,Technology,Communication Equipment
AUGX,N/A,N/A,N/A
AUID,authID Inc.,Technology,Software - Infrastructure
AUPH,Aurinia Pharmaceuticals Inc.,Healthcare,Biotechnology
AUR,"Aurora Innovation, Inc.",Technology,Information Technology Services
AURA,"Aura Biosciences, Inc.",Healthcare,Biotechnology
AUTL,Autolus Therapeutics plc,Healthcare,Biotechnology
AUTO,N/A,N/A,N/A
AUUD,Auddia Inc.,Technology,Software - Application
AUVI,N/A,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AVAH,Aveanna Healthcare Holdings Inc.,Healthcare,Medical Care Facilities
AVAV,"AeroVironment, Inc.",Industrials,Aerospace & Defense
AVBP,"ArriVent BioPharma, Inc.",Healthcare,Biotechnology
AVCO,N/A,N/A,N/A
AVCT,N/A,N/A,N/A
AVDL,Avadel Pharmaceuticals PLC,Healthcare,Drug Manufacturers - Specialty & Generic
AVEO,N/A,N/A,N/A
AVGO,Broadcom Inc.,Technology,Semiconductors
AVGR,N/A,N/A,N/A
AVID,N/A,N/A,N/A
AVIR,"Atea Pharmaceuticals, Inc.",Healthcare,Biotechnology
AVNW,"Aviat Networks, Inc.",Technology,Communication Equipment
AVO,"Mission Produce, Inc.",Consumer Defensive,Food Distribution
AVPT,"AvePoint, Inc.",Technology,Software - Infrastructure
AVTA,N/A,N/A,N/A
AVTE,N/A,N/A,N/A
AVTX,"Avalo Therapeutics, Inc.",Healthcare,Biotechnology
AVXL,Anavex Life Sciences Corp.,Healthcare,Biotechnology
AWH,N/A,Healthcare,Diagnostics & Research
AWRE,"Aware, Inc.",Technology,Software - Application
AXAD,N/A,N/A,N/A
AXAS,N/A,N/A,N/A
AXDX,N/A,N/A,N/A
AXGN,"Axogen, Inc.",Healthcare,Medical Devices
AXLA,N/A,N/A,N/A
AXNX,N/A,N/A,N/A
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense
AXSM,"Axsome Therapeutics, Inc.",Healthcare,Biotechnology
AXTI,"AXT, Inc.",Technology,Semiconductor Equipment & Materials
AY,N/A,N/A,N/A
AYTU,"Aytu BioPharma, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
AZPNAZTA,N/A,N/A,N/A
BABY,N/A,N/A,N/A
BAER,"Bridger Aerospace Group Holdings, Inc.",Industrials,Security & Protection Services
BAFN,BayFirst Financial Corp.,Financial Services,Banks - Regional
BAND,Bandwidth Inc.,Technology,Software - Infrastructure
BANF,BancFirst Corporation,Financial Services,Banks - Regional
BANR,Banner Corporation,Financial Services,Banks - Regional
BANX,ArrowMark Financial Corp.,Financial Services,Asset Management
BASE,N/A,N/A,N/A
BASI,N/A,N/A,N/A
BATRA,"Atlanta Braves Holdings, Inc.",Communication Services,Entertainment
BBBY,"Bed Bath & Beyond, Inc.",N/A,N/A
BBCP,"Concrete Pumping Holdings, Inc.",Industrials,Engineering & Construction
BBGI,"Beasley Broadcast Group, Inc.",Communication Services,Broadcasting
BBI,N/A,N/A,N/A
BBIG,"Vinco Ventures, Inc.",Consumer Cyclical,Leisure
BBIO,"BridgeBio Pharma, Inc.",Healthcare,Biotechnology
BBOX,Black Box Corporation,N/A,N/A
BBQ,N/A,N/A,N/A
BBSI,"Barrett Business Services, Inc.",Industrials,Staffing & Employment Services
BCAB,"BioAtla, Inc.",Healthcare,Biotechnology
BCAL,California BanCorp,Financial Services,Banks - Regional
BCBP,"BCB Bancorp, Inc.",Financial Services,Banks - Regional
BCDA,"BioCardia, Inc.",Healthcare,Biotechnology
BCEL,N/A,N/A,N/A
BCLI,Brainstorm Cell Therapeutics Inc.,Healthcare,Biotechnology
BCML,BayCom Corp,Financial Services,Banks - Regional
BCOM,N/A,N/A,N/A
BCOR,Grayscale Bitcoin Adopters ETF,N/A,N/A
BCOV,N/A,N/A,N/A
BCOW,"1895 Bancorp of Wisconsin, Inc.",Financial Services,Banks - Regional
BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals
BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
BCTF,"Bancorp 34, Inc.",Financial Services,Banks - Regional
BCTX,BriaCell Therapeutics Corp.,Healthcare,Biotechnology
BCYC,Bicycle Therapeutics plc,Healthcare,Biotechnology
BDCO,Blue Dolphin Energy Company,Energy,Oil & Gas Refining & Marketing
BDGE,N/A,N/A,N/A
BDRX,Biodexa Pharmaceuticals Plc,Healthcare,Biotechnology
BDSI,N/A,N/A,N/A
BDSX,"Biodesix, Inc.",Healthcare,Diagnostics & Research
BDTX,"Black Diamond Therapeutics, Inc.",Healthcare,Biotechnology
BEAM,Beam Therapeutics Inc.,Healthcare,Biotechnology
BEAT,"HeartBeam, Inc.",Healthcare,Health Information Services
BECN,N/A,N/A,N/A
BELFB,Bel Fuse Inc.,Technology,Electronic Components
BFC,Bank First Corporation,Financial Services,Banks - Regional
BFI,N/A,N/A,N/A
BFIN,BankFinancial Corporation,Financial Services,Banks - Regional
BFRA,N/A,N/A,N/A
BFST,"Business First Bancshares, Inc.",Financial Services,Banks - Regional
BGCP,N/A,N/A,N/A
BGFV,N/A,N/A,N/A
BGNE,N/A,N/A,N/A
BGRY,N/A,N/A,N/A
BGXX,Bright Green Corporation,Healthcare,Drug Manufacturers - Specialty & Generic
BHAT,Blue Hat Interactive Entertainment Technology,Communication Services,Electronic Gaming & Multimedia
BHF,"Brighthouse Financial, Inc.",Financial Services,Insurance - Life
BHLB,N/A,N/A,N/A
BHRB,Burke & Herbert Financial Services Corp.,Financial Services,Banks - Regional
BHTG,N/A,N/A,N/A
BIAF,"bioAffinity Technologies, Inc.",Healthcare,Diagnostics & Research
BIDU,"Baidu, Inc.",Communication Services,Internet Content & Information
BIGC,N/A,N/A,N/A
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General
BILI,Bilibili Inc.,Communication Services,Internet Content & Information
BIOC,N/A,N/A,N/A
BIOL,N/A,N/A,N/A
BIOR,"Biora Therapeutics, Inc.",Healthcare,Biotechnology
BIOX,Bioceres Crop Solutions Corp.,Basic Materials,Agricultural Inputs
BIRD,"Allbirds, Inc.",Consumer Cyclical,Apparel Retail
BIVI,BioVie Inc.,Healthcare,Biotechnology
BJRI,"BJ's Restaurants, Inc.",Consumer Cyclical,Restaurants
BKCC,N/A,N/A,N/A
BKEP,N/A,N/A,N/A
BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services
BKSC,Bank of South Carolina Corporation,Financial Services,Banks - Regional
BKYI,"BIO-key International, Inc.",Industrials,Security & Protection Services
BL,"BlackLine, Inc.",Technology,Software - Application
BLBD,Blue Bird Corporation,Industrials,Farm & Heavy Construction Machinery
BLCM,N/A,N/A,N/A
BLDE,N/A,N/A,N/A
BLDP,Ballard Power Systems Inc.,Industrials,Electrical Equipment & Parts
BLDRBLFS,N/A,N/A,N/A
BLFY,Blue Foundry Bancorp,Financial Services,Banks - Regional
BLIN,"Bridgeline Digital, Inc.",Technology,Software - Infrastructure
BLKB,"Blackbaud, Inc.",Technology,Software - Application
BLMN,"Bloomin' Brands, Inc.",Consumer Cyclical,Restaurants
BLNK,Blink Charging Co.,Industrials,Engineering & Construction
BLPH,N/A,N/A,N/A
BLRX,BioLineRx Ltd.,Healthcare,Biotechnology
BLUE,N/A,N/A,N/A
BLUS,N/A,N/A,N/A
BLZE,"Backblaze, Inc.",Technology,Software - Infrastructure
BMBL,Bumble Inc.,Communication Services,Internet Content & Information
BMCH,N/A,N/A,N/A
BMEA,"Biomea Fusion, Inc.",Healthcare,Biotechnology
BMRA,"Biomerica, Inc.",Healthcare,Medical Devices
BMRC,Bank of Marin Bancorp,Financial Services,Banks - Regional
BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology
BMTC,N/A,N/A,N/A
BNFT,N/A,N/A,N/A
BNGO,"Bionano Genomics, Inc.",Healthcare,Medical Instruments & Supplies
BNTC,Benitec Biopharma Inc.,Healthcare,Biotechnology
BNTX,BioNTech SE,Healthcare,Biotechnology
BOCH,N/A,N/A,N/A
BOKF,BOK Financial Corporation,Financial Services,Banks - Regional
BOLT,"Bolt Biotherapeutics, Inc.",Healthcare,Biotechnology
BOMNBOOMBOTJ,N/A,N/A,N/A
BOXL,Boxlight Corporation,Technology,Consumer Electronics
BPMC,N/A,N/A,N/A
BPOP,"Popular, Inc.",Financial Services,Banks - Regional
BPTH,"Bio-Path Holdings, Inc.",Healthcare,Biotechnology
BRCM,N/A,N/A,N/A
BREW,N/A,N/A,N/A
BRFH,"Barfresh Food Group, Inc.",Consumer Defensive,Beverages - Non-Alcoholic
BRID,Bridgford Foods Corporation,Consumer Defensive,Packaged Foods
BRKL,N/A,N/A,N/A
BRKR,Bruker Corporation,Healthcare,Medical Devices
BRKS,N/A,N/A,N/A
BRLT,"Brilliant Earth Group, Inc.",Consumer Cyclical,Luxury Goods
BRNS,Barinthus Biotherapeutics plc,Healthcare,Biotechnology
BRP,N/A,N/A,N/A
BRTX,"BioRestorative Therapies, Inc.",Healthcare,Biotechnology
BRY,N/A,N/A,N/A
BRZE,"Braze, Inc.",Technology,Software - Application
BSBK,Bogota Financial Corp.,Financial Services,Banks - Regional
BSET,"Bassett Furniture Industries, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
BSGM,N/A,N/A,N/A
BSQR,N/A,N/A,N/A
BSRR,Sierra Bancorp,Financial Services,Banks - Regional
BSTC,N/A,N/A,N/A
BSVN,Bank7 Corp.,Financial Services,Banks - Regional
BSY,"Bentley Systems, Incorporated",Technology,Software - Application
BTAI,"BioXcel Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
BTMD,biote Corp.,Healthcare,Medical Care Facilities
BTSG,"BrightSpring Health Services, Inc.",Healthcare,Health Information Services
BTTX,"Better Therapeutics, Inc.",Healthcare,Biotechnology
BURG,N/A,N/A,N/A
BUSE,First Busey Corporation,Financial Services,Banks - Regional
BVS,Bioventus Inc.,Healthcare,Medical Devices
BVSN,N/A,N/A,N/A
BWAY,BrainsWay Ltd.,Healthcare,Medical Devices
BWB,"Bridgewater Bancshares, Inc.",Financial Services,Banks - Regional
BWEN,"Broadwind, Inc.",Industrials,Specialty Industrial Machinery
BWFG,"Bankwell Financial Group, Inc.",Financial Services,Banks - Regional
BWMN,Bowman Consulting Group Ltd.,Industrials,Engineering & Construction
BXRX,N/A,N/A,N/A
BYND,"Beyond Meat, Inc.",Consumer Defensive,Packaged Foods
BYRN,Byrna Technologies Inc.,Industrials,Aerospace & Defense
BYSI,BeyondSpring Inc.,Healthcare,Biotechnology
BZFD,"BuzzFeed, Inc.",Communication Services,Internet Content & Information
BZUN,Baozun Inc.,Consumer Cyclical,Internet Retail
CAAS,"China Automotive Systems, Inc.",Consumer Cyclical,Auto Parts
CABA,"Cabaletta Bio, Inc.",Healthcare,Biotechnology
CAC,Camden National Corporation,Financial Services,Banks - Regional
CACC,Credit Acceptance Corporation,Financial Services,Credit Services
