Ticker,Company Name,Sector,Industry
AGAE,Allied Gaming & Entertainment Inc.,Communication Services,Entertainment
AGEN,Agenus Inc.,Healthcare,Biotechnology
AGIO,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology
AGMH,AGM Group Holdings Inc.,Technology,Computer Hardware
AGNC,AGNC Investment Corp.,Real Estate,REIT - Mortgage
AGYS,"Agilysys, Inc.",Technology,Software - Application
AHCO,AdaptHealth Corp.,Healthcare,Medical Devices
AIHS,Senmiao Technology Limited,Industrials,Rental & Leasing Services
AILE,"iLearningEngines, Inc.",Technology,Software - Infrastructure
AIP,"Arteris, Inc.",Technology,Semiconductors
AIRG,"Airgain, Inc.",Technology,Communication Equipment
AIRS,"AirSculpt Technologies, Inc.",Healthcare,Medical Care Facilities
AIRT,"Air T, Inc.",Industrials,Conglomerates
AISP,"Airship AI Holdings, Inc.",Technology,Software - Infrastructure
AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure
AKBA,"Akebia Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
AKTS,"Aktis Oncology, Inc.",Healthcare,Biotechnology
AKTX,"Akari Therapeutics, Plc",Healthcare,Biotechnology
ALCO,"Alico, Inc.",Consumer Defensive,Farm Products
ALDX,"Aldeyra Therapeutics, Inc.",Healthcare,Biotechnology
ALEC,"Alector, Inc.",Healthcare,Biotechnology
ALEX,Alexander & Baldwin Inc,Real Estate,REIT - Retail
ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors
ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies
ALGS,"Aligos Therapeutics, Inc.",Healthcare,Biotechnology
ALGT,Allegiant Travel Company,Industrials,Airlines
ALHC,"Alignment Healthcare, Inc.",Healthcare,Healthcare Plans
ALKT,"Alkami Technology, Inc.",Technology,Software - Application
ALLO,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology
ALLR,"Allarity Therapeutics, Inc.",Healthcare,Biotechnology
ALLT,Allot Ltd.,Technology,Software - Infrastructure
ALNT,Allient Inc.,Technology,Electronic Components
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology
ALOT,"AstroNova, Inc.",Technology,Computer Hardware
ALRM,"Alarm.com Holdings, Inc.",Technology,Software - Application
ALRS,Alerus Financial Corporation,Financial Services,Banks - Regional
ALT,"Altimmune, Inc.",Healthcare,Biotechnology
ALTI,"AlTi Global, Inc.",Financial Services,Asset Management
ALTO,"Alto Ingredients, Inc.",Basic Materials,Specialty Chemicals
ALXO,ALX Oncology Holdings Inc.,Healthcare,Biotechnology
ALZN,"Alzamend Neuro, Inc.",Healthcare,Biotechnology
AMAL,Amalgamated Financial Corp.,Financial Services,Banks - Regional
AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials
AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials
AMCX,AMC Networks Inc.,Communication Services,Entertainment
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General
AMKR,"Amkor Technology, Inc.",Technology,Semiconductor Equipment & Materials
AMLX,"Amylyx Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
AMPL,"Amplitude, Inc.",Technology,Software - Application
AMRN,Amarin Corporation plc,Healthcare,Drug Manufacturers - General
AMSC,American Superconductor Corporation,Industrials,Specialty Industrial Machinery
AMSF,"AMERISAFE, Inc.",Financial Services,Insurance - Specialty
AMST,Amesite Inc.,Technology,Software - Application
AMTD,AMTD IDEA Group,Financial Services,Asset Management
AMTX,"Aemetis, Inc.",Basic Materials,Specialty Chemicals
AMWD,American Woodmark Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail
ANAB,"AnaptysBio, Inc.",Healthcare,Biotechnology
ANDE,"The Andersons, Inc.",Consumer Defensive,Food Distribution
ANEB,"Anebulo Pharmaceuticals, Inc.",Healthcare,Biotechnology
ANGI,Angi Inc.,Communication Services,Internet Content & Information
ANGO,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies
ANIK,"Anika Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
ANIP,"ANI Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
ANIX,"Anixa Biosciences, Inc.",Healthcare,Biotechnology
ANNX,"Annexon, Inc.",Healthcare,Biotechnology
ANTX,"AN2 Therapeutics, Inc.",Healthcare,Biotechnology
ANY,Sphere 3D Corp.,Financial Services,Capital Markets
AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors
AOUT,"American Outdoor Brands, Inc.",Consumer Cyclical,Leisure
APA,APA Corporation,Energy,Oil & Gas E&P
APCX,AppTech Payments Corp.,Technology,Software - Infrastructure
APEI,"American Public Education, Inc.",Consumer Defensive,Education & Training Services
APLD,Applied Digital Corporation,Technology,Information Technology Services
APLS,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology
APLT,"Applied Therapeutics, Inc.",Healthcare,Biotechnology
APM,Aptorum Group Limited,Healthcare,Biotechnology
APOG,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment
APP,AppLovin Corporation,Communication Services,Advertising Agencies
APPF,"AppFolio, Inc.",Technology,Software - Application
APPN,Appian Corporation,Technology,Software - Infrastructure
APPS,"Digital Turbine, Inc.",Technology,Software - Application
APRE,"Aprea Therapeutics, Inc.",Healthcare,Biotechnology
APVO,Aptevo Therapeutics Inc.,Healthcare,Biotechnology
APWC,Asia Pacific Wire & Cable Corporation Limited,Industrials,Electrical Equipment & Parts
APYX,Apyx Medical Corporation,Healthcare,Medical Devices
AQB,"AquaBounty Technologies, Inc.",Consumer Defensive,Farm Products
AQMS,"Aqua Metals, Inc.",Industrials,Waste Management
AQST,"Aquestive Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
ARAY,Accuray Incorporated,Healthcare,Medical Devices
ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology
ARDS,"Aridis Pharmaceuticals, Inc.",Healthcare,Biotechnology
ARDX,"Ardelyx, Inc.",Healthcare,Biotechnology
AREC,American Resources Corporation,Basic Materials,Coking Coal
ARGX,argenx SE,Healthcare,Biotechnology
ARHS,"Arhaus, Inc.",Consumer Cyclical,Specialty Retail
ARKO,Arko Corp.,Consumer Cyclical,Specialty Retail
ARKR,Ark Restaurants Corp.,Consumer Cyclical,Restaurants
ARLP,"Alliance Resource Partners, L.P.",Energy,Thermal Coal
AROW,Arrow Financial Corporation,Financial Services,Banks - Regional
ARQT,"Arcutis Biotherapeutics, Inc.",Healthcare,Biotechnology
ARRY,"Array Technologies, Inc.",Technology,Solar
ARTL,"Artelo Biosciences, Inc.",Healthcare,Biotechnology
ARTNA,Artesian Resources Corporation,Utilities,Utilities - Regulated Water
ARTW,"Art's-Way Manufacturing Co., Inc.",Industrials,Farm & Heavy Construction Machinery
ARVN,"Arvinas, Inc.",Healthcare,Biotechnology
ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Biotechnology
ASLE,AerSale Corporation,Industrials,Airports & Air Services
ASMB,"Assembly Biosciences, Inc.",Healthcare,Biotechnology
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials
ASND,Ascendis Pharma A/S,Healthcare,Biotechnology
ASNS,"Actelis Networks, Inc.",Technology,Communication Equipment
ASO,"Academy Sports and Outdoors, Inc.",Consumer Cyclical,Specialty Retail
ASPI,ASP Isotopes Inc.,Basic Materials,Chemicals
ASPS,Altisource Portfolio Solutions S.A.,Real Estate,Real Estate Services
ASPU,"Aspen Group, Inc.",Consumer Defensive,Education & Training Services
ASRT,"Assertio Holdings, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
ASRV,"AmeriServ Financial, Inc.",Financial Services,Banks - Regional
ASST,"Strive Asset Management, LLC",Financial Services,Asset Management
ASTC,Astrotech Corporation,Technology,Scientific & Technical Instruments
ASTE,"Astec Industries, Inc.",Industrials,Farm & Heavy Construction Machinery
ASTH,"Astrana Health, Inc.",Healthcare,Medical Care Facilities
ASTI,"Ascent Solar Technologies, Inc.",Technology,Solar
ASTS,"AST SpaceMobile, Inc.",Technology,Communication Equipment
ASUR,"Asure Software, Inc.",Technology,Software - Application
ASYS,"Amtech Systems, Inc.",Technology,Semiconductor Equipment & Materials
ATAI,AtaiBeckley Inc.,Healthcare,Biotechnology
ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Devices
ATER,"Aterian, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ATEX,Anterix Inc.,Communication Services,Telecom Services
ATHE,Alterity Therapeutics Limited,Healthcare,Biotechnology
ATLC,Atlanticus Holdings Corporation,Financial Services,Credit Services
ATLO,Ames National Corporation,Financial Services,Banks - Regional
ATLX,Atlas Lithium Corporation,Basic Materials,Other Industrial Metals & Mining
ATNI,"ATN International, Inc.",Communication Services,Telecom Services
ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials
ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials
ATRC,"AtriCure, Inc.",Healthcare,Medical Instruments & Supplies
ATRO,Astronics Corporation,Industrials,Aerospace & Defense
ATXI,"Avenue Therapeutics, Inc.",Healthcare,Biotechnology
ATXS,"Astria Therapeutics, Inc.",Healthcare,Biotechnology
AUB,Atlantic Union Bankshares Corporation,Financial Services,Banks - Regional
AUBN,"Auburn National Bancorporation, Inc.",Financial Services,Banks - Regional
AUDC,AudioCodes Ltd.,Technology,Communication Equipment
AUID,authID Inc.,Technology,Software - Infrastructure
AUPH,Aurinia Pharmaceuticals Inc.,Healthcare,Biotechnology
AUR,"Aurora Innovation, Inc.",Technology,Information Technology Services
AURA,"Aura Biosciences, Inc.",Healthcare,Biotechnology
AUTL,Autolus Therapeutics plc,Healthcare,Biotechnology
AUUD,Auddia Inc.,Technology,Software - Application
AVAH,Aveanna Healthcare Holdings Inc.,Healthcare,Medical Care Facilities
AVAV,"AeroVironment, Inc.",Industrials,Aerospace & Defense
AVBP,"ArriVent BioPharma, Inc.",Healthcare,Biotechnology
AVDL,Avadel Pharmaceuticals PLC,Healthcare,Drug Manufacturers - Specialty & Generic
AVGO,Broadcom Inc.,Technology,Semiconductors
AVIR,"Atea Pharmaceuticals, Inc.",Healthcare,Biotechnology
AVNW,"Aviat Networks, Inc.",Technology,Communication Equipment
AVO,"Mission Produce, Inc.",Consumer Defensive,Food Distribution
AVPT,"AvePoint, Inc.",Technology,Software - Infrastructure
AVTX,"Avalo Therapeutics, Inc.",Healthcare,Biotechnology
AVXL,Anavex Life Sciences Corp.,Healthcare,Biotechnology
AWRE,"Aware, Inc.",Technology,Software - Application
AXGN,"Axogen, Inc.",Healthcare,Medical Devices
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense
AXSM,"Axsome Therapeutics, Inc.",Healthcare,Biotechnology
AXTI,"AXT, Inc.",Technology,Semiconductor Equipment & Materials
AYTU,"Aytu BioPharma, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
BAER,"Bridger Aerospace Group Holdings, Inc.",Industrials,Security & Protection Services
BAFN,BayFirst Financial Corp.,Financial Services,Banks - Regional
BAND,Bandwidth Inc.,Technology,Software - Infrastructure
BANF,BancFirst Corporation,Financial Services,Banks - Regional
BANR,Banner Corporation,Financial Services,Banks - Regional
BANX,ArrowMark Financial Corp.,Financial Services,Asset Management
BATRA,"Atlanta Braves Holdings, Inc.",Communication Services,Entertainment
BBCP,"Concrete Pumping Holdings, Inc.",Industrials,Engineering & Construction
BBGI,"Beasley Broadcast Group, Inc.",Communication Services,Broadcasting
BBIG,"Vinco Ventures, Inc.",Consumer Cyclical,Leisure
BBIO,"BridgeBio Pharma, Inc.",Healthcare,Biotechnology
BBSI,"Barrett Business Services, Inc.",Industrials,Staffing & Employment Services
BCAB,"BioAtla, Inc.",Healthcare,Biotechnology
BCAL,California BanCorp,Financial Services,Banks - Regional
BCBP,"BCB Bancorp, Inc.",Financial Services,Banks - Regional
BCDA,"BioCardia, Inc.",Healthcare,Biotechnology
BCLI,Brainstorm Cell Therapeutics Inc.,Healthcare,Biotechnology
BCML,BayCom Corp,Financial Services,Banks - Regional
BCOW,"1895 Bancorp of Wisconsin, Inc.",Financial Services,Banks - Regional
BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals
BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
BCTF,"Bancorp 34, Inc.",Financial Services,Banks - Regional
BCTX,BriaCell Therapeutics Corp.,Healthcare,Biotechnology
BCYC,Bicycle Therapeutics plc,Healthcare,Biotechnology
BDCO,Blue Dolphin Energy Company,Energy,Oil & Gas Refining & Marketing
BDRX,Biodexa Pharmaceuticals Plc,Healthcare,Biotechnology
BDSX,"Biodesix, Inc.",Healthcare,Diagnostics & Research
BDTX,"Black Diamond Therapeutics, Inc.",Healthcare,Biotechnology
BEAM,Beam Therapeutics Inc.,Healthcare,Biotechnology
BEAT,"HeartBeam, Inc.",Healthcare,Health Information Services
BELFB,Bel Fuse Inc.,Technology,Electronic Components
BFC,Bank First Corporation,Financial Services,Banks - Regional
BFIN,BankFinancial Corporation,Financial Services,Banks - Regional
BFST,"Business First Bancshares, Inc.",Financial Services,Banks - Regional
BGXX,Bright Green Corporation,Healthcare,Drug Manufacturers - Specialty & Generic
BHAT,Blue Hat Interactive Entertainment Technology,Communication Services,Electronic Gaming & Multimedia
BHF,"Brighthouse Financial, Inc.",Financial Services,Insurance - Life
BHRB,Burke & Herbert Financial Services Corp.,Financial Services,Banks - Regional
BIAF,"bioAffinity Technologies, Inc.",Healthcare,Diagnostics & Research
BIDU,"Baidu, Inc.",Communication Services,Internet Content & Information
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General
BILI,Bilibili Inc.,Communication Services,Internet Content & Information
BIOR,"Biora Therapeutics, Inc.",Healthcare,Biotechnology
BIOX,Bioceres Crop Solutions Corp.,Basic Materials,Agricultural Inputs
BIRD,"Allbirds, Inc.",Consumer Cyclical,Apparel Retail
BIVI,BioVie Inc.,Healthcare,Biotechnology
BJRI,"BJ's Restaurants, Inc.",Consumer Cyclical,Restaurants
BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services
BKSC,Bank of South Carolina Corporation,Financial Services,Banks - Regional
BKYI,"BIO-key International, Inc.",Industrials,Security & Protection Services
BL,"BlackLine, Inc.",Technology,Software - Application
BLBD,Blue Bird Corporation,Industrials,Farm & Heavy Construction Machinery
BLDP,Ballard Power Systems Inc.,Industrials,Electrical Equipment & Parts
BLFY,Blue Foundry Bancorp,Financial Services,Banks - Regional
BLIN,"Bridgeline Digital, Inc.",Technology,Software - Infrastructure
BLKB,"Blackbaud, Inc.",Technology,Software - Application
BLMN,"Bloomin' Brands, Inc.",Consumer Cyclical,Restaurants
BLNK,Blink Charging Co.,Industrials,Engineering & Construction
BLRX,BioLineRx Ltd.,Healthcare,Biotechnology
BLZE,"Backblaze, Inc.",Technology,Software - Infrastructure
BMBL,Bumble Inc.,Communication Services,Internet Content & Information
BMEA,"Biomea Fusion, Inc.",Healthcare,Biotechnology
BMRA,"Biomerica, Inc.",Healthcare,Medical Devices
BMRC,Bank of Marin Bancorp,Financial Services,Banks - Regional
BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology
BNGO,"Bionano Genomics, Inc.",Healthcare,Medical Instruments & Supplies
BNTC,Benitec Biopharma Inc.,Healthcare,Biotechnology
BNTX,BioNTech SE,Healthcare,Biotechnology
BOKF,BOK Financial Corporation,Financial Services,Banks - Regional
BOLT,"Bolt Biotherapeutics, Inc.",Healthcare,Biotechnology
BOXL,Boxlight Corporation,Technology,Consumer Electronics
BPOP,"Popular, Inc.",Financial Services,Banks - Regional
BPTH,"Bio-Path Holdings, Inc.",Healthcare,Biotechnology
BRFH,"Barfresh Food Group, Inc.",Consumer Defensive,Beverages - Non-Alcoholic
BRID,Bridgford Foods Corporation,Consumer Defensive,Packaged Foods
BRKR,Bruker Corporation,Healthcare,Medical Devices
BRLT,"Brilliant Earth Group, Inc.",Consumer Cyclical,Luxury Goods
BRNS,Barinthus Biotherapeutics plc,Healthcare,Biotechnology
BRTX,"BioRestorative Therapies, Inc.",Healthcare,Biotechnology
BRZE,"Braze, Inc.",Technology,Software - Application
BSBK,Bogota Financial Corp.,Financial Services,Banks - Regional
BSET,"Bassett Furniture Industries, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
BSRR,Sierra Bancorp,Financial Services,Banks - Regional
BSVN,Bank7 Corp.,Financial Services,Banks - Regional
BSY,"Bentley Systems, Incorporated",Technology,Software - Application
BTAI,"BioXcel Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
BTMD,biote Corp.,Healthcare,Medical Care Facilities
BTSG,"BrightSpring Health Services, Inc.",Healthcare,Health Information Services
BTTX,"Better Therapeutics, Inc.",Healthcare,Biotechnology
BUSE,First Busey Corporation,Financial Services,Banks - Regional
BVS,Bioventus Inc.,Healthcare,Medical Devices
BWAY,BrainsWay Ltd.,Healthcare,Medical Devices
BWB,"Bridgewater Bancshares, Inc.",Financial Services,Banks - Regional
BWEN,"Broadwind, Inc.",Industrials,Specialty Industrial Machinery
BWFG,"Bankwell Financial Group, Inc.",Financial Services,Banks - Regional
BWMN,Bowman Consulting Group Ltd.,Industrials,Engineering & Construction
BYND,"Beyond Meat, Inc.",Consumer Defensive,Packaged Foods
BYRN,Byrna Technologies Inc.,Industrials,Aerospace & Defense
BYSI,BeyondSpring Inc.,Healthcare,Biotechnology
BZFD,"BuzzFeed, Inc.",Communication Services,Internet Content & Information
BZUN,Baozun Inc.,Consumer Cyclical,Internet Retail
CAAS,"China Automotive Systems, Inc.",Consumer Cyclical,Auto Parts
CABA,"Cabaletta Bio, Inc.",Healthcare,Biotechnology
CAC,Camden National Corporation,Financial Services,Banks - Regional
CACC,Credit Acceptance Corporation,Financial Services,Credit Services
CADL,"Candel Therapeutics, Inc.",Healthcare,Biotechnology
CAKE,The Cheesecake Factory Incorporated,Consumer Cyclical,Restaurants
CALA,"Calithera Biosciences, Inc.",Financial Services,Shell Companies
CALC,"CalciMedica, Inc.",Healthcare,Biotechnology
CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,Farm Products
CAN,Canaan Inc.,Technology,Computer Hardware
CAPR,"Capricor Therapeutics, Inc.",Healthcare,Biotechnology
CAR,"Avis Budget Group, Inc.",Industrials,Rental & Leasing Services
CARE,"Carter Bankshares, Inc.",Financial Services,Banks - Regional
CARG,"CarGurus, Inc.",Consumer Cyclical,Auto & Truck Dealerships
CARV,"Carver Bancorp, Inc.",Financial Services,Banks - Regional
CASH,"Pathward Financial, Inc.",Financial Services,Banks - Regional
CASI,CASI Pharmaceuticals Inc,Healthcare,Biotechnology
CASS,"Cass Information Systems, Inc.",Industrials,Specialty Business Services
CASY,"Casey's General Stores, Inc.",Consumer Cyclical,Specialty Retail
CATY,Cathay General Bancorp,Financial Services,Banks - Regional
CBAN,"Colony Bankcorp, Inc.",Financial Services,Banks - Regional
CBAT,"CBAK Energy Technology, Inc.",Industrials,Electrical Equipment & Parts
CBNK,"Capital Bancorp, Inc.",Financial Services,Banks - Regional
CBOE,"Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchanges
CBRL,"Cracker Barrel Old Country Store, Inc.",Consumer Cyclical,Restaurants
CBSH,"Commerce Bancshares, Inc.",Financial Services,Banks - Regional
CBUS,"Cibus, Inc.",Healthcare,Biotechnology
CCAP,"Crescent Capital BDC, Inc.",Financial Services,Asset Management
CCB,Coastal Financial Corporation,Financial Services,Banks - Regional
CCBG,"Capital City Bank Group, Inc.",Financial Services,Banks - Regional
CCCC,"C4 Therapeutics, Inc.",Healthcare,Biotechnology
CCRN,"Cross Country Healthcare, Inc.",Healthcare,Medical Care Facilities
CCSI,"Consensus Cloud Solutions, Inc.",Technology,Software - Infrastructure
CDIO,"Cardio Diagnostics Holdings, Inc.",Healthcare,Biotechnology
CDLX,"Cardlytics, Inc.",Communication Services,Advertising Agencies
CDNA,"CareDx, Inc.",Healthcare,Diagnostics & Research
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application
CDW,CDW Corporation,Technology,Information Technology Services
CDXS,"Codexis, Inc.",Healthcare,Biotechnology
CDZI,Cadiz Inc.,Utilities,Utilities - Regulated Water
CECO,CECO Environmental Corp.,Industrials,Pollution & Treatment Controls
CEG,Constellation Energy Corporation,Utilities,Utilities - Independent Power Producers
CELC,Celcuity Inc.,Healthcare,Biotechnology
CELH,"Celsius Holdings, Inc.",Consumer Defensive,Beverages - Non-Alcoholic
CENN,Cenntro Inc.,Consumer Cyclical,Auto Manufacturers
CENT,Central Garden & Pet Company,Consumer Defensive,Packaged Foods
CENX,Century Aluminum Company,Basic Materials,Aluminum
CERS,Cerus Corporation,Healthcare,Medical Devices
CERT,"Certara, Inc.",Healthcare,Health Information Services
CETX,"Cemtrex, Inc.",Technology,Software - Infrastructure
CEVA,"CEVA, Inc.",Technology,Semiconductors
CFBK,CF Bankshares Inc.,Financial Services,Banks - Regional
CFFI,C&F Financial Corporation,Financial Services,Banks - Regional
CFFN,"Capitol Federal Financial, Inc.",Financial Services,Banks - Regional
CFLT,"Confluent, Inc.",Technology,Software - Infrastructure
CFNB,California First Leasing Corporation,Financial Services,Asset Management
CG,The Carlyle Group Inc.,Financial Services,Asset Management
CGBD,"Carlyle Secured Lending, Inc.",Financial Services,Asset Management
CGEM,"Cullinan Therapeutics, Inc.",Healthcare,Biotechnology
CGEN,Compugen Ltd.,Healthcare,Biotechnology
CGNT,Cognyte Software Ltd.,Technology,Software - Infrastructure
CGTX,"Cognition Therapeutics, Inc.",Healthcare,Biotechnology
CHCI,"Comstock Holding Companies, Inc.",Real Estate,Real Estate Services
CHCO,City Holding Company,Financial Services,Banks - Regional
CHDN,Churchill Downs Incorporated,Consumer Cyclical,Gambling
CHEF,"The Chefs' Warehouse, Inc.",Consumer Defensive,Food Distribution
CHKP,Check Point Software Technologies Ltd.,Technology,Software - Infrastructure
CHMG,Chemung Financial Corporation,Financial Services,Banks - Regional
CHNR,"China Natural Resources, Inc.",Basic Materials,Other Industrial Metals & Mining
CHRD,Chord Energy Corporation,Energy,Oil & Gas E&P
CHRS,"Coherus Oncology, Inc.",Healthcare,Biotechnology
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics
CHSCP,CHS Inc.,Consumer Defensive,Farm Products
CIFR,Cipher Digital Inc.,Technology,Information Technology Services
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty
CING,Cingulate Inc.,Healthcare,Biotechnology
CISO,CISO Global Inc.,Technology,Software - Infrastructure
CIVB,"Civista Bancshares, Inc.",Financial Services,Banks - Regional
CIZN,Citizens Holding Company,Financial Services,Banks - Regional
CLAR,Clarus Corporation,Consumer Cyclical,Leisure
CLBK,"Columbia Financial, Inc.",Financial Services,Banks - Regional
CLDX,"Celldex Therapeutics, Inc.",Healthcare,Biotechnology
CLFD,"Clearfield, Inc.",Technology,Communication Equipment
CLGN,CollPlant Biotechnologies Ltd.,Healthcare,Biotechnology
CLIR,ClearSign Technologies Corporation,Industrials,Pollution & Treatment Controls
CLLS,Cellectis S.A.,Healthcare,Biotechnology
CLMB,"Climb Global Solutions, Inc.",Technology,Electronics & Computer Distribution
CLMT,"Calumet, Inc.",Basic Materials,Specialty Chemicals
CLNE,Clean Energy Fuels Corp.,Energy,Oil & Gas Refining & Marketing
CLNN,Clene Inc.,Consumer Defensive,Packaged Foods
CLOV,"Clover Health Investments, Corp.",Healthcare,Healthcare Plans
CLPS,CLPS Incorporation,Technology,Information Technology Services
CLPT,"ClearPoint Neuro, Inc.",Healthcare,Medical Devices
CLRB,"Cellectar Biosciences, Inc.",Healthcare,Biotechnology
CLRO,"ClearOne, Inc.",Technology,Communication Equipment
CLSD,"Clearside Biomedical, Inc.",Healthcare,Biotechnology
CLSK,"CleanSpark, Inc.",Financial Services,Capital Markets
