Ticker,Company Name,Sector,Industry
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals
SIG,Signet Jewelers Limited,Consumer Cyclical,Luxury Goods
SITC,SITE Centers Corp.,Real Estate,REIT - Retail
SITE,"SiteOne Landscape Supply, Inc.",Industrials,Industrial Distribution
SJT,San Juan Basin Royalty Trust,Energy,Oil & Gas E&P
SKIL,Skillsoft Corp.,Consumer Defensive,Education & Training Services
SKLZ,Skillz Inc.,Communication Services,Electronic Gaming & Multimedia
SKM,"SK Telecom Co., Ltd.",Communication Services,Telecom Services
SKT,Tanger Inc.,Real Estate,REIT - Retail
SKY,"Champion Homes, Inc.",Consumer Cyclical,Residential Construction
SKYH,Sky Harbour Group Corporation,Real Estate,Real Estate - Development
SLB,SLB N.V.,Energy,Oil & Gas Equipment & Services
SLF,Sun Life Financial Inc.,Financial Services,Insurance - Diversified
SLG,SL Green Realty Corp.,Real Estate,REIT - Office
SLM,SLM Corporation,Financial Services,Credit Services
SLQT,"SelectQuote, Inc.",Financial Services,Insurance Brokers
SLVM,Sylvamo Corporation,Basic Materials,Paper & Paper Products
SM,SM Energy Company,Energy,Oil & Gas E&P
SMFG,"Sumitomo Mitsui Financial Group, Inc.",Financial Services,Banks - Diversified
SMG,The Scotts Miracle-Gro Company,Basic Materials,Agricultural Inputs
SMHI,SEACOR Marine Holdings Inc.,Industrials,Marine Shipping
SMP,"Standard Motor Products, Inc.",Consumer Cyclical,Auto Parts
SMR,NuScale Power Corporation,Industrials,Specialty Industrial Machinery
SMRT,"SmartRent, Inc.",Technology,Software - Application
SN,"SharkNinja, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SNA,Snap-on Incorporated,Industrials,Tools & Accessories
SNAP,Snap Inc.,Communication Services,Internet Content & Information
SNDA,"Sonida Senior Living, Inc.",Healthcare,Medical Care Facilities
SNDR,"Schneider National, Inc.",Industrials,Trucking
SNOW,Snowflake Inc.,Technology,Software - Application
SNX,TD SYNNEX Corporation,Technology,Electronics & Computer Distribution
SNY,Sanofi,Healthcare,Drug Manufacturers - General
SO,The Southern Company,Utilities,Utilities - Regulated Electric
SOC,Sable Offshore Corp.,Energy,Oil & Gas Drilling
SON,Sonoco Products Company,Consumer Cyclical,Packaging & Containers
SPB,"Spectrum Brands Holdings, Inc.",Consumer Defensive,Household & Personal Products
SPCE,"Virgin Galactic Holdings, Inc.",Industrials,Aerospace & Defense
SPE,"Special Opportunities Fund, Inc.",Financial Services,Asset Management
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail
SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges
SPH,"Suburban Propane Partners, L.P.",Utilities,Utilities - Regulated Gas
SPHR,Sphere Entertainment Co.,Communication Services,Entertainment
SPIR,"Spire Global, Inc.",Industrials,Specialty Business Services
SPLP,Steel Partners Holdings L.P.,Industrials,Conglomerates
SPNT,SiriusPoint Ltd.,Financial Services,Insurance - Reinsurance
SPOT,Spotify Technology S.A.,Communication Services,Internet Content & Information
SPRU,Spruce Power Holding Corporation,Technology,Solar
SPXC,"SPX Technologies, Inc.",Industrials,Building Products & Equipment
SQM,Sociedad Química y Minera de Chile S.A.,Basic Materials,Specialty Chemicals
SQNS,Sequans Communications S.A.,Technology,Semiconductors
SR,Spire Inc.,Utilities,Utilities - Regulated Gas
SRI,"Stoneridge, Inc.",Consumer Cyclical,Auto Parts
SRL,Scully Royalty Ltd.,Financial Services,Capital Markets
SSL,Sasol Limited,Basic Materials,Specialty Chemicals
SSP,The E.W. Scripps Company,Communication Services,Broadcasting
SST,"System1, Inc.",Industrials,Specialty Business Services
SSTK,"Shutterstock, Inc.",Communication Services,Internet Content & Information
ST,Sensata Technologies Holding plc,Technology,Scientific & Technical Instruments
STAG,"STAG Industrial, Inc.",Real Estate,REIT - Industrial
STC,Stewart Information Services Corporation,Financial Services,Insurance - Property & Casualty
STE,STERIS plc,Healthcare,Medical Devices
STEL,"Stellar Bancorp, Inc.",Financial Services,Banks - Regional
STEM,"Stem, Inc.",Utilities,Utilities - Renewable
STI,"Solidion Technology, Inc.",Industrials,Electrical Equipment & Parts
STLA,Stellantis N.V.,Consumer Cyclical,Auto Manufacturers
STM,STMicroelectronics N.V.,Technology,Semiconductors
STNG,Scorpio Tankers Inc.,Energy,Oil & Gas Midstream
STT,State Street Corporation,Financial Services,Asset Management
STWD,"Starwood Property Trust, Inc.",Real Estate,REIT - Mortgage
STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Brewers
SUI,"Sun Communities, Inc.",Real Estate,REIT - Residential
SUN,Sunoco LP,Energy,Oil & Gas Refining & Marketing
SUPV,Grupo Supervielle S.A.,Financial Services,Banks - Regional
SUZ,Suzano S.A.,Basic Materials,Paper & Paper Products
SVV,"Savers Value Village, Inc.",Consumer Cyclical,Specialty Retail
SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories
SWX,"Southwest Gas Holdings, Inc.",Utilities,Utilities - Regulated Gas
SXC,"SunCoke Energy, Inc.",Basic Materials,Coking Coal
SXI,Standex International Corporation,Industrials,Specialty Industrial Machinery
SXT,Sensient Technologies Corporation,Basic Materials,Specialty Chemicals
SYF,Synchrony Financial,Financial Services,Credit Services
SYK,Stryker Corporation,Healthcare,Medical Devices
SYY,Sysco Corporation,Consumer Defensive,Food Distribution
T,AT&T Inc.,Communication Services,Telecom Services
TAK,Takeda Pharmaceutical Company Limited,Healthcare,Drug Manufacturers - Specialty & Generic
TAL,TAL Education Group,Consumer Defensive,Education & Training Services
TBI,"TrueBlue, Inc.",Industrials,Staffing & Employment Services
TCI,"Transcontinental Realty Investors, Inc.",Real Estate,Real Estate Services
TDC,Teradata Corporation,Technology,Software - Infrastructure
TDG,TransDigm Group Incorporated,Industrials,Aerospace & Defense
TDOC,"Teladoc Health, Inc.",Healthcare,Health Information Services
TDS,"Telephone and Data Systems, Inc.",Communication Services,Telecom Services
TDW,Tidewater Inc.,Energy,Oil & Gas Equipment & Services
TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments
TECK,Teck Resources Limited,Basic Materials,Other Industrial Metals & Mining
TEL,TE Connectivity plc,Technology,Electronic Components
TEN,Tsakos Energy Navigation Limited,Energy,Oil & Gas Midstream
TEVA,Teva Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic
TEX,Terex Corporation,Industrials,Farm & Heavy Construction Machinery
TFC,Truist Financial Corporation,Financial Services,Banks - Regional
TFII,TFI International Inc.,Industrials,Trucking
TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies
TG,Tredegar Corporation,Industrials,Metal Fabrication
TGNA,TEGNA Inc.,Communication Services,Broadcasting
TGT,Target Corporation,Consumer Defensive,Discount Stores
THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities
THG,"The Hanover Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty
THO,"THOR Industries, Inc.",Consumer Cyclical,Recreational Vehicles
THR,"Thermon Group Holdings, Inc.",Industrials,Specialty Industrial Machinery
THS,Treehouse Foods Inc,Consumer Defensive,Packaged Foods
TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail
TK,Teekay Corporation Ltd.,Energy,Oil & Gas Midstream
TKC,Turkcell Iletisim Hizmetleri A.S.,Communication Services,Telecom Services
TKO,"TKO Group Holdings, Inc.",Communication Services,Entertainment
TKR,The Timken Company,Industrials,Tools & Accessories
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Communication Services,Telecom Services
TLYS,"Tilly's, Inc.",Consumer Cyclical,Apparel Retail
TM,Toyota Motor Corporation,Consumer Cyclical,Auto Manufacturers
TME,Tencent Music Entertainment Group,Communication Services,Internet Content & Information
TMHC,Taylor Morrison Home Corporation,Consumer Cyclical,Residential Construction
TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research
TMP,Tompkins Financial Corporation,Financial Services,Banks - Regional
TMQ,Trilogy Metals Inc.,Basic Materials,Other Industrial Metals & Mining
TNC,Tennant Company,Industrials,Specialty Industrial Machinery
TNET,"TriNet Group, Inc.",Industrials,Staffing & Employment Services
TNK,Teekay Tankers Ltd.,Energy,Oil & Gas Midstream
TNL,Travel + Leisure Co.,Consumer Cyclical,Travel Services
TOL,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction
TOST,"Toast, Inc.",Technology,Software - Infrastructure
TPB,"Turning Point Brands, Inc.",Consumer Defensive,Tobacco
TPC,Tutor Perini Corporation,Industrials,Engineering & Construction
TPH,"Tri Pointe Homes, Inc.",Consumer Cyclical,Residential Construction
TPHS,Trinity Place Holdings Inc.,Real Estate,Real Estate - Development
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P
TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods
TPVG,TriplePoint Venture Growth BDC Corp.,Financial Services,Asset Management
TRC,Tejon Ranch Co.,Industrials,Conglomerates
TREX,"Trex Company, Inc.",Industrials,Building Products & Equipment
TRI,Thomson Reuters Corporation,Industrials,Specialty Business Services
TRN,"Trinity Industries, Inc.",Industrials,Railroads
TRNO,Terreno Realty Corporation,Real Estate,REIT - Industrial
TROX,Tronox Holdings plc,Basic Materials,Chemicals
TRS,TriMas Corporation,Consumer Cyclical,Packaging & Containers
TRT,Trio-Tech International,Technology,Semiconductor Equipment & Materials
TRTX,"TPG RE Finance Trust, Inc.",Real Estate,REIT - Mortgage
TRU,TransUnion,Financial Services,Financial Data & Stock Exchanges
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty
TS,Tenaris S.A.,Energy,Oil & Gas Equipment & Services
TSE,Trinseo PLC,Basic Materials,Specialty Chemicals
TSLX,"Sixth Street Specialty Lending, Inc.",Financial Services,Asset Management
TSLX,"Sixth Street Specialty Lending, Inc.",Financial Services,Asset Management
TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors
TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products
TSQ,"Townsquare Media, Inc.",Communication Services,Advertising Agencies
TT,Trane Technologies plc,Industrials,Building Products & Equipment
TTC,The Toro Company,Industrials,Tools & Accessories
TTE,TotalEnergies SE,Energy,Oil & Gas Integrated
TTI,"TETRA Technologies, Inc.",Industrials,Conglomerates
TV,"Grupo Televisa, S.A.B.",Communication Services,Telecom Services
TWLO,Twilio Inc.,Technology,Software - Infrastructure
TX,Ternium S.A.,Basic Materials,Steel
TXT,Textron Inc.,Industrials,Aerospace & Defense
TYL,"Tyler Technologies, Inc.",Technology,Software - Application
U,Unity Software Inc.,Technology,Software - Application
UA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing
UAA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing
UAL,"United Airlines Holdings, Inc.",Industrials,Airlines
UAMY,United States Antimony Corporation,Basic Materials,Other Industrial Metals & Mining
UAN,"CVR Partners, LP",Basic Materials,Agricultural Inputs
UAVS,"AgEagle Aerial Systems, Inc.",Technology,Computer Hardware
UBER,"Uber Technologies, Inc.",Technology,Software - Application
UBS,UBS Group AG,Financial Services,Banks - Diversified
UDR,"UDR, Inc.",Real Estate,REIT - Residential
UE,Urban Edge Properties,Real Estate,REIT - Retail
UEC,Uranium Energy Corp.,Energy,Uranium
UFI,"Unifi, Inc.",Consumer Cyclical,Textile Manufacturing
UGI,UGI Corporation,Utilities,Utilities - Regulated Gas
UGP,Ultrapar Participações S.A.,Energy,Oil & Gas Refining & Marketing
UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities
UHT,Universal Health Realty Income Trust,Real Estate,REIT - Healthcare Facilities
UI,Ubiquiti Inc.,Technology,Communication Equipment
UIS,Unisys Corporation,Technology,Information Technology Services
UMC,United Microelectronics Corporation,Technology,Semiconductors
UNF,UniFirst Corporation,Industrials,Specialty Business Services
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans
UNM,Unum Group,Financial Services,Insurance - Life
UNP,Union Pacific Corporation,Industrials,Railroads
UP,Wheels Up Experience Inc.,Industrials,Airports & Air Services
UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics
URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services
USAC,"USA Compression Partners, LP",Energy,Oil & Gas Equipment & Services
USB,U.S. Bancorp,Financial Services,Banks - Regional
USDP,USD Partners LP,Industrials,Railroads
USFD,US Foods Holding Corp.,Consumer Defensive,Food Distribution
UTI,"Universal Technical Institute, Inc.",Consumer Defensive,Education & Training Services
UTL,Unitil Corporation,Utilities,Utilities - Diversified
UTZ,"Utz Brands, Inc.",Consumer Defensive,Packaged Foods
UUUU,Energy Fuels Inc.,Energy,Uranium
UVV,Universal Corporation,Consumer Defensive,Tobacco
UWMC,UWM Holdings Corporation,Financial Services,Mortgage Finance
V,Visa Inc.,Financial Services,Credit Services
VAC,Marriott Vacations Worldwide Corporation,Consumer Cyclical,Resorts & Casinos
VAL,Valaris Limited,Energy,Oil & Gas Equipment & Services
VALE,Vale S.A.,Basic Materials,Other Industrial Metals & Mining
VATE,INNOVATE Corp.,Industrials,Engineering & Construction
VC,Visteon Corporation,Consumer Cyclical,Auto Parts
VEEV,Veeva Systems Inc.,Healthcare,Health Information Services
VEL,"Velocity Financial, Inc.",Financial Services,Mortgage Finance
VHI,"Valhi, Inc.",Basic Materials,Chemicals
VICI,VICI Properties Inc.,Real Estate,REIT - Diversified
VIPS,Vipshop Holdings Limited,Consumer Cyclical,Internet Retail
VIST,"Vista Energy, S.A.B. de C.V.",Energy,Oil & Gas E&P
VLN,Valens Semiconductor Ltd.,Technology,Semiconductors
VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing
VLRS,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",Industrials,Airlines
VLTO,Veralto Corporation,Industrials,Pollution & Treatment Controls
VLY,Valley National Bancorp,Financial Services,Banks - Regional
VMC,Vulcan Materials Company,Basic Materials,Building Materials
VMI,"Valmont Industries, Inc.",Industrials,Conglomerates
VNCE,Vince Holding Corp.,Consumer Cyclical,Apparel Manufacturing
VNO,Vornado Realty Trust,Real Estate,REIT - Office
VNRX,VolitionRx Limited,Healthcare,Medical Devices
VNT,Vontier Corporation,Technology,Scientific & Technical Instruments
VOYA,"Voya Financial, Inc.",Financial Services,Financial Conglomerates
VPG,"Vishay Precision Group, Inc.",Technology,Scientific & Technical Instruments
VRE,"Veris Residential, Inc.",Real Estate,REIT - Residential
VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure
VRT,Vertiv Holdings Co,Industrials,Electrical Equipment & Parts
VSCO,Victoria's Secret & Co.,Consumer Cyclical,Apparel Retail
VSH,"Vishay Intertechnology, Inc.",Technology,Semiconductors
VST,Vistra Corp.,Utilities,Utilities - Independent Power Producers
VSTS,Vestis Corporation,Industrials,Rental & Leasing Services
VTOL,Bristow Group Inc.,Energy,Oil & Gas Equipment & Services
VTR,"Ventas, Inc.",Real Estate,REIT - Healthcare Facilities
VTS,"Vitesse Energy, Inc.",Energy,Oil & Gas E&P
VVV,Valvoline Inc.,Consumer Cyclical,Auto & Truck Dealerships
VZ,Verizon Communications Inc.,Communication Services,Telecom Services
W,Wayfair Inc.,Consumer Cyclical,Internet Retail
WAB,Westinghouse Air Brake Technologies Corporation,Industrials,Railroads
WAL,Western Alliance Bancorporation,Financial Services,Banks - Regional
WAT,Waters Corporation,Healthcare,Diagnostics & Research
WBS,Webster Financial Corporation,Financial Services,Banks - Regional
WD,"Walker & Dunlop, Inc.",Financial Services,Mortgage Finance
WDAY,"Workday, Inc.",Technology,Software - Application
WDS,Woodside Energy Group Ltd,Energy,Oil & Gas E&P
WEC,"WEC Energy Group, Inc.",Utilities,Utilities - Regulated Electric
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities
WES,"Western Midstream Partners, LP",Energy,Oil & Gas Midstream
WEX,WEX Inc.,Technology,Software - Infrastructure
WF,Woori Financial Group Inc.,Financial Services,Banks - Regional
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified
WGO,"Winnebago Industries, Inc.",Consumer Cyclical,Recreational Vehicles
WH,"Wyndham Hotels & Resorts, Inc.",Consumer Cyclical,Lodging
WHD,"Cactus, Inc.",Energy,Oil & Gas Equipment & Services
WHG,"Westwood Holdings Group, Inc.",Financial Services,Asset Management
WHR,Whirlpool Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
WIT,Wipro Limited,Technology,Information Technology Services
WK,Workiva Inc.,Technology,Software - Application
WLK,Westlake Corporation,Basic Materials,Specialty Chemicals
WLKP,Westlake Chemical Partners LP,Basic Materials,Chemicals
WM,"Waste Management, Inc.",Industrials,Waste Management
WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream
WMK,"Weis Markets, Inc.",Consumer Defensive,Grocery Stores
WMS,"Advanced Drainage Systems, Inc.",Industrials,Building Products & Equipment
WMT,Walmart Inc.,Consumer Defensive,Discount Stores
WNC,Wabash National Corporation,Industrials,Farm & Heavy Construction Machinery
WOLF,"Wolfspeed, Inc.",Technology,Semiconductors
WOR,"Worthington Enterprises, Inc.",Industrials,Metal Fabrication
WPC,W. P. Carey Inc.,Real Estate,REIT - Diversified
WPM,Wheaton Precious Metals Corp.,Basic Materials,Gold
WPP,WPP plc,Communication Services,Advertising Agencies
WRB,W. R. Berkley Corporation,Financial Services,Insurance - Property & Casualty
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Specialty Retail
WSO,"Watsco, Inc.",Industrials,Industrial Distribution
WSR,Whitestone REIT,Real Estate,REIT - Retail
WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies
WTI,"W&T Offshore, Inc.",Energy,Oil & Gas E&P
WTM,"White Mountains Insurance Group, Ltd.",Financial Services,Insurance - Property & Casualty
WTRG,"Essential Utilities, Inc.",Utilities,Utilities - Regulated Water
WTS,"Watts Water Technologies, Inc.",Industrials,Specialty Industrial Machinery
WTTR,"Select Water Solutions, Inc.",Energy,Oil & Gas Equipment & Services
WTW,Willis Towers Watson Public Limited Company,Financial Services,Insurance Brokers
WU,The Western Union Company,Financial Services,Credit Services
WWW,"Wolverine World Wide, Inc.",Consumer Cyclical,Footwear & Accessories
WY,Weyerhaeuser Company,Real Estate,REIT - Specialty
WYY,WidePoint Corporation,Technology,Information Technology Services
XEL,Xcel Energy Inc.,Utilities,Utilities - Regulated Electric
XHR,"Xenia Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated
XPO,"XPO, Inc.",Industrials,Trucking
XPOF,"Xponential Fitness, Inc.",Consumer Cyclical,Leisure
XPRO,Expro Group Holdings N.V.,Energy,Oil & Gas Equipment & Services
XRX,Xerox Holdings Corporation,Industrials,Business Equipment & Supplies
XTNT,"Xtant Medical Holdings, Inc.",Healthcare,Medical Devices
XXII,"22nd Century Group, Inc.",Consumer Defensive,Tobacco
XYF,X Financial,Financial Services,Credit Services
XYL,Xylem Inc.,Industrials,Specialty Industrial Machinery
YCBD,"cbdMD, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
YELP,Yelp Inc.,Communication Services,Internet Content & Information
YETI,"YETI Holdings, Inc.",Consumer Cyclical,Leisure
YEXT,"Yext, Inc.",Technology,Software - Infrastructure
YOU,"Clear Secure, Inc.",Technology,Software - Application
YPF,YPF Sociedad Anónima,Energy,Oil & Gas Integrated
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants
YUMC,"Yum China Holdings, Inc.",Consumer Cyclical,Restaurants
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical Devices
ZDGE,"Zedge, Inc.",Communication Services,Internet Content & Information
ZEPP,Zepp Health Corporation,Technology,Consumer Electronics
ZETA,Zeta Global Holdings Corp.,Technology,Software - Infrastructure
ZIP,"ZipRecruiter, Inc.",Communication Services,Internet Content & Information
ZTO,ZTO Express (Cayman) Inc.,Industrials,Integrated Freight & Logistics
ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic
ZWS,Zurn Elkay Water Solutions Corporation,Industrials,Pollution & Treatment Controls
ZYME,Zymeworks Inc.,Healthcare,Biotechnology
ntb,The Bank of N.T. Butterfield & Son Limited,Financial Services,Banks - Diversified
